cluster,n_bits,chemical_label,physchem_flags,top_fg,top_smarts,rep_smiles,rep_mw,rep_logp,rep_hbd,rep_hba,rep_tpsa,rep_arom_rings,rep_frac_csp3,mean_importance_rank
0,20,Ether / Carboxylic acid,low-MW fragment,Ether; Carboxylic acid; Ester; Hydroxyl (aliphatic); Ketone,[#6]-[#6]=[#6]; [#6]=[#6]-[#6]; [#6]-[#6](:[#6]:[#6]:[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,17.266666666666666
1,6,Hydroxyl (aliphatic) / Primary amine,low-MW fragment,Hydroxyl (aliphatic); Primary amine; Halogen (F); Thioether; Thiol,[#6]-[#6](:[#6]):[#6]:[#6](:[#6])-[#8]; [#6]-[#6]-[#6]-[#6](-[#6])-[#6]; [#6]/[#7]=[#6](\[#7])-[#7],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,167.91666666666666
2,14,Amide / Hydroxyl (aliphatic),low-MW fragment,Amide; Hydroxyl (aliphatic); Primary amine; Carboxylic acid; Halogen (Br),[#6]-[#6](=[#8])-[#7]; [#6]-[#7]-[#6](:[#6]:[#6]):[#6]:[#6]; [#6]:[#6]:[#6](-[#7]-[#6]):[#6]:[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,42.63333333333333
3,6,Hydroxyl (aliphatic) / Halogen (Cl),low-MW fragment,Hydroxyl (aliphatic); Halogen (Cl); Cyano; Ether; Amide,[#7]-[#6](=[#7])-[#6]; [#6]-[#6](=[#6]-[#6]-[#6@@H])-[#6@@H]; [#7]:[#6]:[#6]:[#6]:[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,167.33333333333334
4,9,Ether / Ketone,low-MW fragment,Ether; Ketone; Amide; Thioether; Hydroxyl (aliphatic),[#6]-[#7](-[#6])-[#6]; [#6]:[#6]:[#6](-[#8]):[#6](:[#6]):[#6]; [#6]-[#8]-[#6](=[#8])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,92.13333333333334
5,4,Halogen (Cl) / Sulfonamide,low-MW fragment,Halogen (Cl); Sulfonamide; Hydroxyl (aliphatic); Ether; Secondary amine,[#6]-[#6](-[#17])(-[#17])-[#17]; [#6]-[#6](:[#6]):[#6](:[#6]:[#6])-[#16](=[#8])(=[#8])-[#7]; [#7]-[#16](=[#8])(=[#8])-[#6](:[#6]:[#6]):[#6](:[#6])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,209.26666666666668
6,18,Primary amine / Tertiary amine,low-MW fragment,Primary amine; Tertiary amine; Ether; Hydroxyl (aliphatic); Ketone,[#6]:[#6]:[#6]:[#6](:[#6]):[#6]; [#6]:[#6](:[#6]:[#6]:[#6]):[#6]; [#6]-[#7](-[#6])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,19.033333333333335
7,33,Primary amine / Tertiary amine,low-MW fragment,Primary amine; Tertiary amine; Thiol; Halogen (F); Amide,[#6]-[#7](-[#6])-[#6]; [#6]-[#7](-[#6])-[#6]-[#6]-[#7]; [#7]-[#6]-[#6]-[#7](-[#6])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,17.75
8,6,Hydroxyl (aliphatic) / Ether,low-MW fragment,Hydroxyl (aliphatic); Ether,[#6]:[#7](-[#6]-[#6]-[#8]):[#6]; [#7]=[#6](-[#6]-[#6]-[#6])-[#7]; [#6](-[#6@@H](-[#6@H](-[#6@@H])-[#6@])-[#8]-[#6@])-[#6@@H],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,207.1
9,3,Primary amine / Ketone,low-MW fragment,Primary amine; Ketone; Amide; Thiol,[#6]:[#6](-[#7]):[#7]; [#7]-[#6](:[#6]):[#7]; [#6]-[#6](=[#8])-[#7]-[#6](:[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,219.28333333333333
10,17,Tertiary amine / Primary amine,low-MW fragment,Tertiary amine; Primary amine; Hydroxyl (aliphatic); Carboxylic acid; Ether,[#6]-[#7](-[#6])-[#6]; [#6]-[#7](-[#6])-[#6]-[#6]-[#6]; [#6]-[#7](-[#6])-[#6]-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,19.666666666666668
11,2,Ether / Primary amine,low-MW fragment,Ether; Primary amine,[#6]-[#6]-[#6]-[#6](:[#7]):[#7]; [#7]-[#6](:[#6]:[#6](-[#6]):[#6]):[#6]; [#7]-[#6@H](-[#6@H])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,280.48333333333335
12,6,Primary amine / Secondary amine,low-MW fragment,Primary amine; Secondary amine; Tertiary amine; Cyano; Thiol,[#6]-[#7]-[#6]; [#6]-[#6]-[#7]; [#7]-[#6]-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,76.58333333333333
13,6,Thiol / Carboxylic acid,low-MW fragment,Thiol; Carboxylic acid; Halogen (Cl); Secondary amine; Primary amine,[#16+]:[#6](:[#6]):[#6]; [#6]:[#6](:[#16+]):[#6]; [#7]:[#16]:[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,148.4
14,5,Ether / Hydroxyl (aliphatic),low-MW fragment,Ether; Hydroxyl (aliphatic); Thiol; Sulfonamide; Carboxylic acid,[#6]-[#8]-[#6](:[#6]:[#6]):[#6]:[#6]; [#6]:[#6](-[#16]):[#6]:[#6](-[#16]):[#6]; [#6]-[#7]-[#16](=[#8])(=[#8])-[#6](:[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,189.85
15,26,Hydroxyl (aliphatic) / Amide,low-MW fragment,Hydroxyl (aliphatic); Amide; Thiol; Ether; Primary amine,[#6]:[#6](-[#8]):[#6]; [#6]:[#6](-[#7]):[#6]:[#6]:[#6]; [#6]:[#6]:[#6]:[#6](-[#7]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,61.15
16,4,Thiol / Hydroxyl (aliphatic),low-MW fragment,Thiol; Hydroxyl (aliphatic); Thioether; Tertiary amine,[#6]-[#6]-[#16]; [#16]-[#6]-[#6]; [#6]:[#6](-[#8]):[#6](-[#6](-[#6])(-[#6])-[#6]):[#6]:[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,233.6
17,5,Primary amine / Hydroxyl (aliphatic),low-MW fragment,Primary amine; Hydroxyl (aliphatic); Thiol; Thioether; Ether,[#6]-[#7]; [#6]=[#6]/[#6]=[#6](\[#6])-[#6]; [#6]-[#6](-[#6])(-[#6]-[#6]-[#6])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,190.4
18,4,Primary amine / Thioether,low-MW fragment,Primary amine; Thioether; Secondary amine; Hydroxyl (aliphatic),[#6]-[#6](-[#6])(-[#6])-[#7]; [#6]-[#16]-[#6](-[#6])(-[#6])-[#16]-[#6]; [#7]-[#6](-[#6])(-[#6])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,211.91666666666666
19,4,Amide / Ether,low-MW fragment,Amide; Ether; Sulfonamide; Primary amine; Tertiary amine,[#8]-[Si](-[#6])(-[#6])-[#8]; [#6]=[#6]-[#6]-[#8]-[#6]; [#6]-[#6](-[#6](:[#6]:[#6]):[#6]:[#6])(-[#6])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,165.86666666666667
20,4,Thiol / Primary amine,low-MW fragment,Thiol; Primary amine; Tertiary amine,[#6]-[#6](-[#6])(-[#6])-[#6]; [#6]-[#6]#[#6]; [#6]#[#6]-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,155.15
21,13,Halogen (Cl) / Primary amine,low-MW fragment,Halogen (Cl); Primary amine; Amide; Carboxylic acid; Ether,[#6]-[#17]; [#6](-[#6@@H])(=[#8])-[#7]; [#6](-[#6@H])(=[#8])-[#7],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,83.36666666666666
22,13,Thiol / Primary amine,low-MW fragment,Thiol; Primary amine; Sulfonamide; Ether; Ester,[#6]-[#6]-[#8]-[#6](=[#8])-[#6]; [#6]=[#6](-[#6])-[#16]; [#16]-[#6](-[#6])=[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,86.31666666666666
23,30,Ether / Hydroxyl (aliphatic),low-MW fragment,Ether; Hydroxyl (aliphatic); Primary amine; Ester; Halogen (Cl),[#7]-[#6]-[#6]-[#8]-[#6]; [#6]-[#8]-[#6](=[#8])-[#6@@H]; [#6]-[#6@@H](-[#8]-[#6](=[#8])-[#6@H])-[#6@],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,55.95
24,21,Thiol / Ether,low-MW fragment,Thiol; Ether; Hydroxyl (aliphatic); Primary amine; Amide,[#15]-[#8]-[#6]; [#6]-[#8]-[#15]; [#6]:[#6](-[#17]):[#6]:[#6](-[#7]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,43.833333333333336
25,8,Primary amine / Tertiary amine,low-MW fragment,Primary amine; Tertiary amine; Hydroxyl (aliphatic); Ether,[#6]-[#6]-[#6]-[#6]-[#6]; [#6](-[#6]-[#6])-[#6]-[#6]; [#6](-[#6]-[#6]-[#6])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,40.96666666666667
26,4,Thiol / Hydroxyl (aliphatic),low-MW fragment,Thiol; Hydroxyl (aliphatic); Carboxylic acid; Ester; Ether,[#16]-[#6](:[#7]):[#7-]:[#6](:[#6]):[#6]; [#6]-[#6]-[#6](-[#6])-[#6@H](-[#8])-[#6]; [#6]-[#6](-[#6])(-[#6]-[#6])-[#6](=[#8])-[#8],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,230.75
27,8,Hydroxyl (aliphatic) / Primary amine,low-MW fragment,Hydroxyl (aliphatic); Primary amine; Amide; Ether; Ketone,[#7]:[#6]:[#7]:[#6]:[#6]; [#7]-[#7]-[#6]-[#6](:[#6]):[#6]; [#6]:[#6]:[#7]:[#6]:[#7],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,165.85
28,7,Hydroxyl (aliphatic) / Thioether,low-MW fragment,Hydroxyl (aliphatic); Thioether; Carboxylic acid; Tertiary amine; Primary amine,[#6]-[#7](-[#6])-[#6]-[#6]-[#8]; [#6]-[#7](-[#6]-[#6]-[#8])-[#6]; [#6]-[#16]-[#6]-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,137.96666666666667
29,39,Thioether / Amide,low-MW fragment,Thioether; Amide; Primary amine; Ether; Thiol,[#6]:[#6]:[#16]; [#6]-[#6](:[#6]):[#16]:[#6]:[#6]; [#6]-[#7]-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,30.15
30,5,Hydroxyl (aliphatic) / Ether,low-MW fragment,Hydroxyl (aliphatic); Ether; Thioether; Primary amine; Carboxylic acid,[#7]:[#6](=[#8]):[#6]; [#6]-[#6](:[#7H]:[#6]:[#7]):[#6]; [#6]-[#6]-[#6](-[#8])-[#6]-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,216.26666666666668
31,20,Hydroxyl (aliphatic) / Primary amine,low-MW fragment,Hydroxyl (aliphatic); Primary amine; Ketone; Ether; Thiol,[#6]-[#6](-[#6])-[#6]; [#6]-[#6@@H](-[#6])-[#6@]; [#6]-[#6@H](-[#6])-[#6@],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,108.66666666666667
32,8,Ether / Ester,low-MW fragment,Ether; Ester; Tertiary amine; Halogen (Cl); Amide,[#6]-[#6](:[#6]:[#6]:[#6]):[#6]; [#6]-[#6](:[#6]):[#6]:[#6]:[#6]; [#6]-[#6](-[#6]-[#6]-[#6])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,123.53333333333333
33,17,Ether / Hydroxyl (aliphatic),low-MW fragment,Ether; Hydroxyl (aliphatic); Carboxylic acid; Ester; Thioether,[#6]-[#8]-[#6](:[#6]:[#6]):[#6]:[#6]; [#6]:[#6]:[#6](-[#8]-[#6]):[#6]:[#6]; [#6]:[#6](-[#8]-[#6](:[#6]):[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,51.483333333333334
34,5,Primary amine / Tertiary amine,low-MW fragment,Primary amine; Tertiary amine; Ketone; Sulfonamide; Thiol,[#6]:[#6](-[#8]):[#6]:[#6](-[#6]):[#6]; [#7]-[#6]-[#6](-[#6]-[#6])-[#6](-[#6])=[#8]; [#8]-[#6](:[#6]:[#6](-[#6]):[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,140.38333333333333
35,4,Amide / Primary amine,low-MW fragment,Amide; Primary amine; Secondary amine; Hydroxyl (aliphatic); Tertiary amine,[#7]-[#6](=[#7])-[#7]; [#6]-[#6](=[#8])-[#7]-[#6](=[#8])-[#7]; [#6]-[#6](=[#8])-[#7]-[#6](:[#7]):[#16],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,137.03333333333333
36,7,Hydroxyl (aliphatic) / Ketone,low-MW fragment,Hydroxyl (aliphatic); Ketone; Ether; Primary amine,[#8]=[#6](-[#6])-[#6@@H]; [#6]-[#6@](-[#6]-[#6@@H](-[#6])-[#7])(-[#6@H])-[#6@@H]; [#8]=[#6](-[#6])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,94.78333333333333
37,7,Ether / Hydroxyl (aliphatic),low-MW fragment,Ether; Hydroxyl (aliphatic); Ester; Halogen (F); Secondary amine,[#6]=[#6]; [#6]-[#6@@H](-[#6])-[#8]-[#6](:[#6]):[#6]; [#6]-[#6](-[#6])-[#8]-[#6](:[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,131.01666666666668
38,4,Hydroxyl (aliphatic) / Thiol,low-MW fragment,Hydroxyl (aliphatic); Thiol; Amide,[#6]-[#6](:[#6]:[#6]:[#6]):[#7]; [#6]-[#6](:[#6]):[#6]:[#6](:[#6])-[#16]; [#6]:[#7]:[#6]:[#6](-[#7+]):[#7],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,171.13333333333333
39,9,Thiol / Halogen (Cl),low-MW fragment,Thiol; Halogen (Cl); Amide; Primary amine; Halogen (F),[#6]:[#6](-[#6]-[#6]-[#7]):[#6]; [#7]-[#6](=[#7])-[#6](:[#6](-[#16]):[#6]):[#6]:[#6]; [#6]:[#7+](-[#7]):[#7]:[#8]:[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,96.53333333333333
40,6,Ether / Hydroxyl (aliphatic),low-MW fragment,Ether; Hydroxyl (aliphatic); Primary amine; Tertiary amine; Thioether,[#6]-[#8]-[#6]; [#6]-[#8]-[#6]-[#6](-[#8])-[#6]; [#7]:[#6](-[#6]):[#7],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,75.81666666666666
41,2,Halogen (Cl) / Ether,low-MW fragment,Halogen (Cl); Ether; Halogen (F),[#6]-[#6](-[#6])-[#6]-[#6](-[#6])-[#6]; [#6]-[#7](:[#6]):[#6]; [#6]-[#6]-[#6](-[#17])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,240.73333333333332
42,5,Ether / Amide,low-MW fragment,Ether; Amide; Hydroxyl (aliphatic); Ester; Primary amine,[#7]-[#6@H](-[#6])-[#6@H](-[#8]-[#6])-[#6]; [#6]-[#6](:[#6]):[#6](:[#6]:[#6])-[#8]-[#6]; [#6]-[#8]-[#6@H](-[#6]-[#6@@H])-[#6@@](-[#6])(-[#6])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,158.81666666666666
43,9,Primary amine / Amide,low-MW fragment,Primary amine; Amide; Hydroxyl (aliphatic); Thioether; Ether,[#7]-[#6]-[#6]; [#6]-[#6]-[#7]; [#7]-[#6](=[#8])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,108.16666666666667
44,3,Ether / Hydroxyl (aliphatic),low-MW fragment,Ether; Hydroxyl (aliphatic); Halogen (F); Primary amine; Thiol,[#6]:[#6](-[#9]):[#6]:[#6](-[#9]):[#6]; [#6]-[#8]-[#6]-[#6]=[#6]; [#6]-[#6@H](-[#8]-[#6@@H](-[#6])-[#6])-[#8],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,198.33333333333334
45,8,Amide / Tertiary amine,low-MW fragment,Amide; Tertiary amine; Primary amine; Hydroxyl (aliphatic); Cyano,[#7]:[#6](:[#6]:[#6](-[#8]):[#6]):[#6]; [#6]-[#6]=[#6]-[#6](:[#6]):[#6]; [#8]-[#6](:[#6]:[#6](:[#7]):[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,114.61666666666666
46,13,Ether / Hydroxyl (aliphatic),low-MW fragment,Ether; Hydroxyl (aliphatic); Amide; Primary amine; Tertiary amine,[#6]-[#6](:[#6]:[#6]:[#6]):[#6]; [#6]:[#6]:[#6]:[#6](-[#6]):[#6]; [#6]-[#8]-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,47.233333333333334
47,4,Primary amine / Carboxylic acid,low-MW fragment,Primary amine; Carboxylic acid; Thiol; Amide; Halogen (F),[#8]-[#6](=[#8])-[#6]-[#6]-[#7]; [#6]:[#7]:[#7]:[#6](-[#6]):[#6]; [#16]-[#16]-[#16]-[#16]-[#16],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,231.18333333333334
48,7,Primary amine / Hydroxyl (aliphatic),low-MW fragment,Primary amine; Hydroxyl (aliphatic); Ether; Amide; Sulfonamide,[#6]-[#6](=[#6]-[#6]-[#6])-[#6@H]; [#6]-[#6](-[#6])(-[#6])-[#7]-[#6](=[#8])-[#6@@H]; [#6]:[#7]:[#6](-[#16](-[#7])(=[#8])=[#8]):[#16]:[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,157.93333333333334
49,17,Primary amine / Hydroxyl (aliphatic),low-MW fragment,Primary amine; Hydroxyl (aliphatic); Amide; Ether; Tertiary amine,[#6]=[#6](-[#6])-[#6]; [#6]=[#6](-[#6])/[#6]=[#6]/[#6]; [#6]=[#6]-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,75.65
50,3,Hydroxyl (aliphatic) / Thiol,low-MW fragment,Hydroxyl (aliphatic); Thiol; Halogen (F); Tertiary amine,[#6]-[#6](:[#6]):[#6]:[#6](:[#6])-[#6]; [#6]-[#7](-[#6])-[#6](:[#6]:[#6]):[#6]:[#6]; [#15]-[#6]-[#8],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,174.68333333333334
51,10,Ether / Ketone,low-MW fragment,Ether; Ketone; Amide; Hydroxyl (aliphatic); Thiol,[#6](-[#6@H])(=[#8])-[#6]=[#6](-[#6@H])-[#6@@]; [#6]-[#7](-[#6]-[#6@@H](-[#16])-[#6])-[#6@@H]; [#6]-[#6]-[#16](=[#8])(=[#8])-[#6]-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,181.55
52,16,Ether / Hydroxyl (aliphatic),low-MW fragment,Ether; Hydroxyl (aliphatic); Thiol; Amide; Ketone,[#6]:[#6](-[#8]-[#6]):[#6]; [#6]-[#8]-[#6](:[#6]):[#6]; [#8]-[#6](:[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,17.183333333333334
53,6,Thiol / Halogen (Cl),low-MW fragment,Thiol; Halogen (Cl); Amide; Ketone; Hydroxyl (aliphatic),[#8]=[#6](-[#17])-[#6](:[#6]):[#6]; [#6](-[#6@H])-[#6@H](-[#6]-[#6])-[#6]-[#6@H]; [#6]-[#6](-[#6])-[#16],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,171.03333333333333
54,5,Ether / Sulfonamide,low-MW fragment,Ether; Sulfonamide; Thiol; Halogen (Cl); Primary amine,[#6]-[#8]-[#6](:[#6]:[#6]):[#6](:[#6])-[#6]; [#7]-[#6]-[#6](-[#6]-[#6])-[#7]-[#6]; [#6]:[#6]:[#6](-[#8]-[#6]):[#6](-[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,236.68333333333334
55,6,Primary amine / Secondary amine,low-MW fragment,Primary amine; Secondary amine; Hydroxyl (aliphatic); Halogen (F); Amide,[#6](-[#6@@H])-[#6]-[#6@H](-[#6])-[#7]; [#7]-[#6@@H](-[#6]-[#6]-[#6@H])-[#6]; [#7]-[#6]1-[#6]-[#6]-1,O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,121.75
56,17,Ketone / Hydroxyl (aliphatic),low-MW fragment,Ketone; Hydroxyl (aliphatic); Ether; Halogen (Cl); Amide,[#6]-[#6](:[#6]):[#6]; [#6]:[#6](-[#6]):[#6]; [#6]:[#6](-[#6](=[#8])-[#6](:[#6]):[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,55.1
57,9,Hydroxyl (aliphatic) / Ether,low-MW fragment,Hydroxyl (aliphatic); Ether; Amide; Sulfonamide; Halogen (Cl),[#6]-[#8]-[#6]-[#6]-[#8]; [#8]-[#6]-[#6]-[#8]-[#6]; [#6]-[#8],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,23.75
58,10,Primary amine / Hydroxyl (aliphatic),low-MW fragment,Primary amine; Hydroxyl (aliphatic); Thioether; Ether; Thiol,[#6]:[#7]:[#6]; [#6]:[#16]:[#6]; [#6]-[#6]-[#7](-[#6]=[#6])-[#6]-[#7],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,15.733333333333333
59,8,Halogen (I) / Amide,low-MW fragment,Halogen (I); Amide; Halogen (Cl); Ester; Ether,[#6]-[#7]-[#6](:[#6](-[#53]):[#6]):[#6](:[#6])-[#53]; [#6]-[#6]-[#6]=[#8]; [#6]-[#6](=[#8])-[#7]-[#6](-[#7])=[#8],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,74.96666666666667
60,3,Ether / Hydroxyl (aliphatic),low-MW fragment,Ether; Hydroxyl (aliphatic); Secondary amine; Ketone; Ester,[#6]-[#8]-[#6](:[#6]:[#6]):[#6]:[#6]; [#6]-[#7]-[#6]-[#6]-[#8]; [#6]:[#6](-[#6]-[#6]-[#6]):[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,245.9
61,6,Ether / Ketone,low-MW fragment,Ether; Ketone; Hydroxyl (aliphatic); Thiol; Amide,[#8]-[#6@](-[#6])(-[#6]-[#6]-[#6@@H])-[#6@]; [#6]-[#6]-[#7](-[#6]-[#6])-[#6](-[#6])=[#8]; [Hg]-[#17],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,128.46666666666667
62,24,Nitro group / Ether,low-MW fragment,Nitro group; Ether; Ester; Thiol; Hydroxyl (aliphatic),[#6]:[#6]:[#6]:[#6](-[#7+]):[#6]; [#7+]-[#6](:[#6]:[#6]:[#6]):[#6]; [#6]:[#6]:[#6](-[#7+](=[#8])-[#8-]):[#6]:[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,23.183333333333334
63,51,Amide / Primary amine,low-MW fragment,Amide; Primary amine; Secondary amine; Ether; Hydroxyl (aliphatic),[#6]-[#6]-[#6]; [#6]-[#6]-[#8]; [#7]-[#6](=[#8])-[#6@H](-[#6]-[#6])-[#7]-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,27.483333333333334
64,7,Hydroxyl (aliphatic) / Amide,low-MW fragment,Hydroxyl (aliphatic); Amide; Secondary amine; Sulfone; Carboxylic acid,[#6]-[#8]-[#6]; [#6]-[#6](-[#6])(-[#6])-[#6@@H](-[#8])-[#6](=[#8])-[#7]; [#6]-[#6](-[#6])(-[#6])-[#6](-[#8])-[#6](=[#8])-[#7],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,81.73333333333333
65,3,Amide / Ester,low-MW fragment,Amide; Ester; Ether; Ketone; Carboxylic acid,[#6]-[#8]-[#6](-[#7])=[#8]; [#6]-[#6]-[#6]-[#6](=[#8])-[#6]; [#7]-[#6](=[#8])-[#8]-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,200.01666666666668
66,13,Hydroxyl (aliphatic) / Ether,low-MW fragment,Hydroxyl (aliphatic); Ether; Amide,[#6]-[#6](:[#6]:[#6]:[#6]):[#6]; [#6]:[#6]:[#6]:[#6](-[#6]):[#6]; [#6]-[#6](:[#6]:[#6]):[#6]:[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,35.483333333333334
67,16,Hydroxyl (aliphatic) / Halogen (Cl),low-MW fragment,Hydroxyl (aliphatic); Halogen (Cl); Ether; Ketone; Amide,[#6]-[#6](:[#6]:[#6]:[#6]):[#6]; [#6]:[#6]:[#6]:[#6](-[#6]):[#6]; [#6]-[#6](=[#6])-[#6@H],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,65.96666666666667
68,2,Halogen (Br) / Thioether,low-MW fragment,Halogen (Br); Thioether,[#6]:[#7H]:[#6](=[#16]):[#7H]:[#6]; [#6]-[#6](:[#6]:[#6]):[#7]:[#7]; [#6]-[#6](-[#6])=[#7],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,211.48333333333332
69,8,Hydroxyl (aliphatic) / Tertiary amine,low-MW fragment,Hydroxyl (aliphatic); Tertiary amine; Ester; Ether; Primary amine,[#6]-[#6](=[#8])-[#17]; [#6]-[#7]-[#6]-[#6]-[#6]; [#6]-[#6@](-[#8])(-[#6])-[#6]-[#7](-[#6])-[#6],O=C(O)c1ccc(Cl)cc1Cl,191.0,2.69,1,1,37.3,1,0.0,200.25
